Sku_id,Desc,Vendor,Zone,Aisle,Bay,Sell_unit,Pack_1,Pack_2,Pack_3,DOFT
ACC11038,"COV,PSBD,2.75""CC,5.5X8.5,RD",ACC,A,41,16,EA,EA,BX,,1995/4/2
ACC15004,"FLDR,PSBD,LTR,1DIV,W/FAS,RD",ACC,A,41,16,EA,EA,BX,,1995/4/2
ACC15006,"FLDR,PSBD,LTR,2DIV,W/FAS,RD",ACC,A,41,16,EA,EA,BX,,1995/4/2
ACC15014,"FLDR,PSBD,LTR,1DIV,W/FAS,GY",ACC,A,41,17,EA,EA,BX,,1995/4/2
ACC15016,"FLDR,PSBD,LTR,2DIV,W/FAS,GY",ACC,A,41,17,EA,EA,BX,,1995/4/2
ACC15024,"FLDR,PSBD,RCY,LTR,4PT,SKYBE",ACC,A,41,17,EA,EA,BX,,1995/4/2
ACC15026,"FLDR,PSBD,RCY,LTR,6PT,SKYBE",ACC,A,41,18,EA,EA,BX,,1995/4/2
ACC15034,"FLDR,PSBD,LTR,1DIV,W/FAS,RD",ACC,A,41,18,EA,EA,BX,,1995/4/2
ACC15036,"FLDR,PSBD,LTR,2DIV,W/FAS,RD",ACC,A,41,19,EA,EA,BX,,1995/4/2
ACC15038,"FLDR,PSBD,LTR,8DIV,W/FAS,RD",ACC,A,41,19,EA,EA,BX,,1995/4/2
ACC15044,"FLDR,PSBD,LTR,1DIV,W/FAS,GN",ACC,A,41,20,EA,EA,BX,,1995/4/2
ACC15046,"FLDR,PSBD,LTR,2DIV,W/FAS,GN",ACC,A,41,20,EA,EA,BX,,1995/4/2
ACC15048,"FOLDER,8 PT,LTR,GREEN",ACC,A,41,19,EA,EA,BX,,1995/7/2
ACC15054,"FLDR,PSBD,LTR,1DIV,W/FAS,GY",ACC,A,41,21,EA,EA,BX,,1995/4/2
ACC15056,"FLDR,PSBD,LTR,2DIV,W/FAS,GY",ACC,A,41,21,EA,EA,BX,,1995/4/2
ACC15663,"FOLDER,6-PART",ACC,A,41,26,EA,EA,BX,,1996/12/2
ACC15665,"FOLDER,W/FASTNR,LTR,6PT,GRN",ACC,A,41,24,EA,EA,BX,,1996/2/26
ACC15669,"FOLDER,6 PT,LTR,BROWN RED",ACC,A,41,26,EA,EA,BX,,1996/11/11
ACC16004,"FLDR,PSBD,LGL,1DIV,W/FAS,RD",ACC,A,41,22,EA,EA,BX,,1995/4/2
ACC16006,"FLDR,PSBD,LGL,2DIV,W/FAS,RD",ACC,A,41,22,EA,EA,BX,,1995/4/2
ACC16014,"FLDR,PSBD,LGL,1DIV,W/FAS,GY",ACC,A,41,22,EA,EA,BX,,1995/4/2
ACC16016,"FLDR,PSBD,LGL,2DIV,W/FAS,GY",ACC,A,41,22,EA,EA,BX,,1995/4/2
ACC16024,"FLDR,PSBD,RCY,LGL,4PT,SKYBE",ACC,A,41,22,EA,EA,BX,,1995/4/2
ACC16026,"FLDR,PSBD,RCY,LGL,6PT,SKYBE",ACC,A,41,23,EA,EA,BX,,1995/4/2
ACC16034,"FLDR,PSBD,LGL,1DIV,W/FAS,RD",ACC,A,41,23,EA,EA,BX,,1995/4/2
ACC16036,"FLDR,PSBD,LGL,2DIV,W/FAS,RD",ACC,A,41,23,EA,EA,BX,,1995/4/2
ACC16038,"FOLDER,LGL,8-PART,RD",ACC,A,41,19,EA,EA,BX,,1995/4/2
ACC16044,"FLDR,PSBD,LGL,1DIV,W/FAS,GN",ACC,A,41,24,EA,EA,BX,,1995/4/2
ACC16046,"FLDR,PSBD,LGL,2DIV,W/FAS,GN",ACC,A,41,24,EA,EA,BX,,1995/4/2
ACC16048,"FOLDER,LGL,8-PART,GREEN",ACC,A,41,25,EA,EA,BX,,1995/10/1
ACC16054,"FLDR,PSBD,LGL,1DIV,W/FAS,GY",ACC,A,41,25,EA,EA,BX,,1995/4/2
ACC16056,"FLDR,PSBD,LGL,2DIV,W/FAS,GY",ACC,A,41,25,EA,EA,BX,,1995/4/2
ACC16663,"FOLDER,6-PART",ACC,A,41,26,EA,EA,BX,,1996/1/1
ACC16665,"FOLDER,W/FASTNR,LGL,DK GRN",ACC,A,41,24,EA,EA,BX,,1996/4/1
ACC16669,"FOLDER,W/FASTNR,LGL,6PT,BRN",ACC,A,41,25,EA,EA,BX,,1996/4/1
ACC17021,"COVR,PSBD,2.75""CC,8.5X11,BK",ACC,A,41,26,EA,EA,BX,,1995/4/2
ACC17022,"COVR,PSBD,2.75""CC,8.5X11,LB",ACC,A,41,26,EA,EA,BX,,1995/4/2
ACC17023,"COVR,PSBD,8.5X1,LTR,DK.BE",ACC,A,41,26,EA,EA,BX,,1995/4/2
ACC17025,"COVR,PSBD,2.75""CC,8.5X11,GN",ACC,A,41,27,EA,EA,BX,,1995/4/2
ACC17028,"COVR,PSBD,2.75""CC,8.5X11,RD",ACC,A,41,27,EA,EA,BX,,1995/4/2
ACC17041,"COVR,PSBD,4.25""CC,8.5X11,BK",ACC,A,41,27,EA,EA,BX,,1995/4/2
ACC17042,"COVR,PSBD,4.25""CC,8.5X11,LB",ACC,A,41,28,EA,EA,BX,,1995/4/2
ACC17048,"COVR,PSBD,4.25""CC,8.5X11,RD",ACC,A,41,28,EA,EA,BX,,1995/4/2
ACC17921,"COV,PSBD,CLTH BND,8.5X11,BK",ACC,A,41,28,EA,EA,BX,,1995/4/2
ACC17922,"COV,PSBD,8.5X11,LTR,LT.BE.",ACC,A,41,29,EA,EA,BX,,1995/4/2
ACC17923,"COV,PSBD,8.5X11,LTR,DK.BE",ACC,A,41,29,EA,EA,BX,,1995/4/30
ACC17928,"COV,PSBD,CLTH BND,8.5X11,RD",ACC,A,41,29,EA,EA,BX,,1995/4/2
ACC19021,"COVR,PSBD,2.75""CC,8.5X14,BK",ACC,A,41,29,EA,EA,BX,,1995/4/30
ACC19022,"COVR,PSBD,2.75""CC,8.5X14,LB",ACC,A,41,30,EA,EA,BX,,1995/4/2
ACC19023,"COVR,PSBD,8.5X14,LGL,DK.BE",ACC,A,41,30,EA,EA,BX,,1995/4/2
ACC19028,"COVR,PSBD,2.75""CC,8.5X14,RD",ACC,A,41,30,EA,EA,BX,,1995/4/2
ACC19041,"COVR,PSBD,4.25""CC,8.5X14,BK",ACC,B,11,WA,EA,EA,BX,,1995/4/30
ACC19048,"COVR,PSBD,4.25""CC,8.5X14,RD",ACC,A,41,31,EA,EA,BX,,1995/4/2
ACC19921,"COV,PSBD,CLTH BND,8.5X14,BK",ACC,A,41,31,EA,EA,BX,,1995/4/2
ACC19922,"COV,PSBD,8.5X14,LGL,LT.BE.",ACC,A,41,31,EA,EA,BX,,1995/4/2
ACC19923,"COV,PSBD,8.5X14,LGL,DK.BE.",ACC,A,41,31,EA,EA,BX,,1995/4/2
ACC19928,"COV,PSBD,CLTH BND,8.5X14,RD",ACC,A,41,31,EA,EA,BX,,1995/4/2
ACC25070,"COVER,PSBD,8.5""CC,11X8.5,YW",ACC,A,41,32,EA,EA,BX,,1995/4/2
ACC25071,"COVER,PSBD,8.5""CC,11X8.5,BK",ACC,A,41,32,EA,EA,BX,,1995/4/2
ACC25072,"COVER,PSBD,8.5""CC,11X8.5,LB",ACC,A,41,32,EA,EA,BX,,1995/4/2
ACC25073,"COVER,PSBD,8.5""CC,11X8.5,DB",ACC,A,41,33,EA,EA,BX,,1995/4/2
ACC25074,"COVER,PSBD,8.5""CC,11X8.5,GY",ACC,A,41,33,EA,EA,BX,,1995/4/2
ACC25075,"COVER,PSBD,8.5""CC,11X8.5,LG",ACC,A,41,34,EA,EA,BX,,1995/4/2
ACC25076,"COVER,PSBD,8.5""CC,11X8.5,DG",ACC,A,41,34,EA,EA,BX,,1995/4/2
ACC25077,"COVER,PSBD,8.5""CC,11X8.5,TE",ACC,A,41,34,EA,EA,BX,,1995/4/2
ACC25078,"COVER,PSBD,8.5""CC,11X8.5,RD",ACC,A,42,1,EA,EA,BX,,1995/4/2
ACC25079,"COVR,PSBD,8.5""CC,11X8.5,BUR",ACC,A,42,1,EA,EA,BX,,1995/4/2
ACC25970,"COV,PSBD,CLTH,BND,11X8.5,YW",ACC,A,42,2,EA,EA,BX,,1995/4/2
ACC25971,"COV,PSBD,CLTH BND,11X8.5,BK",ACC,A,42,2,EA,EA,BX,,1995/4/2
ACC25972,"COV,PSBD,CLTH BND,11X8.5,LB",ACC,A,42,2,EA,EA,BX,,1995/4/2
ACC25973,"COV,PSBD,CLTH BND,11X8.5,DB",ACC,A,42,3,EA,EA,BX,,1995/4/2
ACC25974,"COV,PSBD,CLTH BND,11X8.5,GY",ACC,A,42,3,EA,EA,BX,,1995/4/2
ACC25975,"COV,PSBD,CLTH,BND,11X8.5,GN",ACC,A,42,3,EA,EA,BX,,1995/4/30
ACC25976,"COV,PSBD,CLTH,BND,11X8.5,GN",ACC,A,42,3,EA,EA,BX,,1995/4/2
ACC25977,"COV,PSBD,CLTH,BND,11X8.5,TE",ACC,A,42,3,EA,EA,BX,,1995/4/2
ACC25978,"COV,PSBD,CLTH BND,11X8.5,RD",ACC,A,42,4,EA,EA,BX,,1995/4/2
ACC25979,"COV,PSBD,CLTH BND,11X8.5,RD",ACC,A,42,4,EA,EA,BX,,1995/4/2
ACC26012,"BINDER,DATA,14-7/8X11,LTBE",ACC,B,11,WA,EA,EA,PK,,1995/5/28
ACC30071,"COVER,PSBD,8.5""CC,14X8.5,BK",ACC,A,42,6,EA,EA,BX,,1995/4/2
ACC30078,"COVER,PSBD,8.5""CC,14X8.5,RD",ACC,A,42,6,EA,EA,BX,,1995/4/2
ACC32038,"COVER,PSBD,2.75""CC,8.5X7,RD",ACC,A,42,6,EA,EA,BX,,1995/4/2
ACC33038,"COV,PSBD,2.75""CC,8.5X8.5,RD",ACC,A,42,6,EA,EA,BX,,1995/4/2
ACC35072,"BINDER,LASER PRTOUT,11X8.5",ACC,A,42,6,PK,EA,PK,,1995/4/2
ACC35073,"BINDER,LASER PRTOUT,11X8.5",ACC,A,42,7,PK,EA,PK,,1995/4/2
ACC35079,"BINDER,LASER PRTOUT,11X8.5",ACC,A,42,7,PK,EA,PK,,1995/4/2
ACC38048,"COVER,PSBD,4.25""CC,7X8.5,RD",ACC,A,42,7,EA,EA,BX,,1995/4/2
ACC38600,"BIND,WPF PSBD,11X8.5,.5"",YW",ACC,A,42,7,EA,EA,BX,,1995/4/2
ACC38601,"BIND,WPF PSBD,11X8.5,.5"",BK",ACC,A,42,7,EA,EA,BX,,1995/4/2
ACC38602,"BIND,WPF PSBD,11X8.5,.5"",LB",ACC,A,42,8,EA,EA,BX,,1995/4/2
ACC38603,"BIND,WPF PSBD,11X8.5,.5"",DB",ACC,A,42,8,EA,EA,BX,,1995/4/2
ACC38604,"BIND,WPF PSBD,11X8.5,.5"",GY",ACC,A,42,9,EA,EA,BX,,1995/4/2
ACC38605,"BIND,WPF PSBD,11X8.5,.5"",LG",ACC,A,42,9,EA,EA,BX,,1995/4/2
ACC38606,"BIND,WPF PSBD,11X8.5,.5"",DG",ACC,A,42,9,EA,EA,BX,,1995/4/2
ACC38607,"BNDR,WPF,PSBD,11X8.5,.5C,TE",ACC,B,11,WA,EA,EA,BX,,1995/5/28
ACC38608,"BIND,WPF PSBD,11X8.5,.5"",RD",ACC,A,42,10,EA,EA,BX,,1995/4/2
ACC38609,"BIND,WPF PSBD,11X8.5,.5"",BR",ACC,A,42,10,EA,EA,BX,,1995/4/2
ACC38610,"BIND,WPF PSBD,11X8.5,1""C,YW",ACC,A,42,10,EA,EA,BX,,1995/4/2
ACC38611,"BIND,WPF PSBD,11X8.5,1""C,BK",ACC,A,42,10,EA,EA,BX,,1995/4/2
ACC38612,"BIND,WPF PSBD,11X8.5,1""C,LB",ACC,A,42,11,EA,EA,BX,,1995/4/2
ACC38613,"BIND,WPF PSBD,11X8.5,1""C,DB",ACC,A,42,11,EA,EA,BX,,1995/4/2
ACC38614,"BIND,WPF PSBD,11X8.5,1""C,GY",ACC,A,42,12,EA,EA,BX,,1995/4/2
ACC38615,"BIND,WPF PSBD,11X8.5,1""C,LG",ACC,A,42,12,EA,EA,BX,,1995/4/2
ACC38616,"BIND,WPF PSBD,11X8.5,1""C,DG",ACC,A,42,12,EA,EA,BX,,1995/4/2
ACC38618,"BIND,WPF PSBD,11X8.5,1""C,RD",ACC,A,42,13,EA,EA,BX,,1995/4/2
ACC38619,"BIND,WPF PSBD,11X8.5,1""C,BR",ACC,A,42,13,EA,EA,BX,,1995/4/2
ACC39511,"BINDER,RECY.1""C,BLACK",ACC,A,42,5,EA,EA,,,
ACC39513,"BINDER,VINYL,11X8.5,.5""C,BE",ACC,A,42,5,EA,EA,,,1997/1/20
ACC39519,"BINDER,RECY POLY,1""C,RED",ACC,A,42,5,EA,EA,,,1997/1/13
ACC39541,"BIND,VINYL,11X8.5,1.5""C,BK",ACC,A,42,14,EA,EA,,,1995/4/2
ACC39543,"BIND,VINYL,11X8.5,1.5""C,BE",ACC,A,42,14,EA,EA,,,1995/4/2
ACC39571,"BIND,VINYL,11X8.5,2""CAP,BK",ACC,A,42,15,EA,EA,,,1995/4/30
ACC39573,"BIND,VINYL,11X8.5,2""CAP,BE",ACC,A,42,15,EA,EA,,,1995/4/2
ACC39701,"BIND,VNL,FLEX,11X8.5,.5"",BK",ACC,A,42,15,EA,EA,BX,,1995/4/30
ACC39702,"BIND,VNL,FLEX,11X8.5,.5"",DB",ACC,A,42,15,EA,EA,BX,,1995/4/2
ACC39703,"BIND,VNL,FLEX,11X8.5,.5"",DB",ACC,A,42,16,EA,EA,BX,,1995/4/2
ACC39706,"BIND,VNL,FLEX,11X8.5,.5"",DG",ACC,A,42,16,EA,EA,BX,,1995/4/2
ACC39707,"BIND,VNL,FLEX,11X8.5,.5"",BY",ACC,A,42,16,EA,EA,BX,,1995/4/2
ACC39709,"BIND,VNL,FLEX,11X8.5,.5"",BR",ACC,A,42,16,EA,EA,BX,,1995/4/2
ACC39711,"BIND,VNL,FLEX,11X8.5,1""C,BK",ACC,A,42,16,EA,EA,BX,,1995/4/2
ACC39712,"BIND,VNL,FLEX,11X8.5,1""C,DB",ACC,A,42,17,EA,EA,BX,,1995/4/2
ACC39713,"BIND,VNL,FLEX,11X8.5,1""C,BE",ACC,A,42,17,EA,EA,BX,,1995/4/2
ACC39716,"BIND,VNL,FLEX,11X8.5,1""C,DG",ACC,A,42,17,EA,EA,BX,,1995/4/2
ACC39717,"BIND,VNL,FLEX,11X8.5,1""C,BY",ACC,A,42,17,EA,EA,BX,,1995/4/2
ACC39719,"BIND,VNL,FLEX,11X8.5,1""C,BR",ACC,A,42,18,EA,EA,BX,,1995/4/2
ACC40141,"CLIP,PAPER,PLASTIC,SMALL",ACC,A,42,20,BX,EA,BX,,1996/11/18
ACC40142,"CLIP,PAPER,PLASTIC,MEDIUM",ACC,A,42,20,BX,EA,BX,,1996/11/11
ACC40143,"CLIP,PAPER,PLASTIC,LARGE",ACC,A,42,20,BX,EA,BX,,1996/11/11
ACC40147,"CLIPS,PAPER,PLASTIC,ASST",ACC,A,42,20,BX,BX,,,1997/1/27
ACC41001,"COVER,KWIKCLP,CLR.FRONT,BLK",ACC,A,42,18,EA,EA,BX,,1996/1/1
ACC41003,"COVER,KWIKCLP,CLR.FRONT,BE",ACC,A,42,18,EA,EA,BX,,1995/10/1
ACC41009,"COVER,KWIKCLP,CLR.FRONT,RED",ACC,A,42,3,EA,EA,BX,,1996/12/2
ACC42521,"BINDER,CLAMP,PSBD,11X8.5,BK",ACC,A,42,18,EA,EA,,,1995/4/30
ACC42522,"BINDER,CLAMP,PSBD,11X8.5,LB",ACC,A,42,18,EA,EA,,,1995/4/30
ACC42523,"BINDER,CLAMP,PSBD,11X8.5,DB",ACC,A,42,18,EA,EA,,,1995/4/2
ACC42524,"BINDER,CLAMP,PSBD,11X8.5,GY",ACC,B,11,WA,EA,EA,,,1995/7/30
ACC42528,"BINDER,CLAMP,PSBD,11X8.5,RD",ACC,A,42,18,EA,EA,,,1995/4/2
ACC42529,"BINDER,CLAMP,PSBD,11X8.5,BR",ACC,A,42,18,EA,EA,,,1995/4/30
ACC43028,"BINDER,CLAMP,PSBD,14X8.5,RD",ACC,A,42,19,EA,EA,,,1995/4/2
ACC43330,"BINDER,SLM VW,3 RG,3/8""C,WE",ACC,A,42,23,EA,EA,,,1997/2/10
ACC43334,"BINDER,SLM VW,3 RG,3/8""C,BK",ACC,A,42,23,EA,EA,,,1997/2/10
ACC43343,"BINDER,SLM VW,3 RG,3/8""C,BE",ACC,A,42,19,EA,EA,,,
ACC46521,"BINDER,TPCLP,PSBD,11X8.5,BK",ACC,B,11,WA,EA,EA,,,1995/4/30
ACC46528,"BINDER,CLAMP,PSBD,11X8.5,RD",ACC,A,42,19,EA,EA,,,1995/4/2
ACC47028,"BINDER,CLAMP,PSBD,14X8.5,RD",ACC,A,42,19,EA,EA,,,1995/4/2
ACC47071,"COVER,PSBD,8.5""CC,11X17,BK",ACC,A,42,20,EA,EA,BX,,1995/4/2
ACC47078,"COVER,PSBD,8.5""CC,11X17,RED",ACC,A,42,20,EA,EA,BX,,1995/4/2
ACC49251,"BINDER,CENTER GRIP,BLACK",ACC,B,18,WA,EA,EA,BX,,1996/2/26
ACC50000,"RACK,DATA,4-WAY,PEARL/OAK",ACC,G,1,18,EA,EA,,,1995/4/30
ACC50001,"RACK,DATA,4-WAY,BK/WT",ACC,G,1,18,EA,EA,,,1995/4/2
ACC50002,"DATA RACK,ADD-ON,36"",BK",ACC,G,1,18,EA,EA,,,1995/4/2
ACC50006,"CAB,SECURITY,MOBILE,BL/WT",ACC,G,1,18,EA,EA,,,1995/4/2
ACC50029,"FILE,DISK,3.5,4CAP,HANG,LTR",ACC,A,42,20,PK,EA,PK,,1995/4/2
ACC50030,"FILE,DISK,3.5,4CP,HNG,W/FLD",ACC,A,42,21,PK,EA,PK,,1995/4/2
ACC50046,"FILE,DISK,3.5,80 CAP,LTGY",ACC,A,42,21,EA,EA,BX,,1995/4/2
ACC50104,"POST,FLEX STEEL,6"" CAPACITY",ACC,A,42,22,PK,EA,PK,,1995/4/2
ACC50120,"HOLDER,LABEL,TAB,6"" X 1/2""",ACC,A,42,22,BX,EA,,,1995/4/2
ACC50126,"HANDLE,BNDR,HANG,17""LNG,BK",ACC,A,42,22,EA,EA,BX,,1995/4/2
ACC50127,"CHANNEL,BNDR,HANG,17""LNG,BK",ACC,A,42,22,EA,EA,BX,,1995/4/2
ACC50129,"HANDLE,BNDR,HANG,14""LNG,BK",ACC,A,42,22,EA,EA,BX,,1995/4/2
ACC50148,"RACK,DATA,BNDR,MOBILE,PEARL",ACC,G,1,29,EA,EA,,,1995/4/2
ACC50151,"RACK,DATA,BNDR,MOBILE,BY",ACC,A,42,24,EA,EA,,,1995/4/2
ACC50190,"FOOTREST,ERGONOMIC",ACC,A,42,24,EA,EA,,,1995/4/2
ACC50250,"FILE,DISK,3.5,80CAP,W/O LK",ACC,A,42,26,EA,EA,BX,,1995/4/2
ACC50407,"PANEL,DISK,3.5"",5PK",ACC,B,11,WA,PK,EA,PK,,1995/4/2
ACC50410,"PAGE,DISK,3.5,12 CAP,LTR",ACC,A,42,27,EA,EA,BX,,1995/4/2
ACC50431,"DRAWER,DELUXE MULTIMEDIA",ACC,A,42,27,EA,EA,BX,,1995/4/2
ACC50433,"DRAWER,DELUXE MULTIMEDIA",ACC,A,42,27,EA,EA,BX,,1995/4/2
ACC50545,"STAND,PRT,ADJUSTABLE",ACC,A,42,28,EA,EA,BX,,1995/4/2
ACC50616,"FILE,DISK,3.5,50 CAP,W/O LK",ACC,A,42,28,EA,EA,BX,,1995/4/2
ACC50645,"PROTECTOR,SURGE,6-OUT",ACC,A,42,29,EA,EA,BX,,1995/7/30
ACC50655,"CENTER,POWER,ULTRA MASTER",ACC,A,42,29,EA,EA,,,1995/4/2
ACC50675,"PROTECTOR,SURGE,6 OUTLET",ACC,A,42,29,EA,EA,BX,,1995/4/2
ACC50676,"PROTECTOR,SURGE,6 OUTLET",ACC,A,42,29,EA,EA,BX,,1995/5/28
ACC50682,"PROTECTOR,SURGE,6 OUTLET",ACC,A,42,30,EA,EA,BX,,1995/4/2
ACC50683,"PROTECTOR,SURGE,4 OUTLET",ACC,A,42,30,EA,EA,BX,,1995/4/2
ACC50684,"PROTECTOR,SURGE,6 OUTLET",ACC,A,42,31,EA,EA,BX,,1995/4/2
ACC50688,"STRIP,POWER,6 OUTLET",ACC,A,42,31,EA,EA,BX,,1995/4/2
ACC50696,"PROTECTOR,SURGE,6-OUT",ACC,A,42,31,EA,EA,BX,,1995/8/27
ACC50697,"PROTECTOR,SURGE,6-OUT,MODEM",ACC,A,42,31,EA,EA,BX,,1995/8/27
ACC50716,"FILE,DISK,3.5,W/LOCK",ACC,A,42,32,EA,EA,BX,,1995/4/2
ACC50775,"LIBRARY,DISK,5.25,15 CAP,GY",ACC,B,18,WA,EA,EA,BX,,1996/7/1
ACC50776,"LIBRARY,DISK,3.5,10 CAP,GY",ACC,A,42,31,EA,EA,BX,,1995/4/2
ACC50778,"HOLDER,DISK,3.5,10 CAP,BK",ACC,A,42,33,EA,EA,BX,,1995/4/2
ACC50864,"TRAY,CRTDG,DATA,STD,12 CAP",ACC,A,42,33,EA,EA,BX,,1996/1/1
ACC50943,"MAT,TERMINAL,STATIC CONTROL",ACC,A,42,33,EA,EA,BX,,1995/4/2
ACC50944,"MAT,TERMINAL,STATIC CONTROL",ACC,A,42,33,EA,EA,,,1995/4/2
ACC52002,"BINDER,DATA,9.5X11,SEA BE",ACC,A,43,1,EA,EA,,,1995/4/2
ACC52042,"BNDR,DATA,14-7/8X8.5,SEA BE",ACC,A,43,2,EA,EA,,,1995/4/30
ACC52072,"BNDR,DATA,14-7/8X11,SEA BE",ACC,A,43,2,EA,EA,,,1995/4/2
ACC52073,"BNDR,DATA,14-7/8X11,MDNT BE",ACC,A,43,2,EA,EA,,,1995/4/2
ACC52074,"BNDR,DATA,14-7/8X11,CAPE GY",ACC,A,43,2,EA,EA,,,1995/4/2
ACC52076,"BNDR,DATA,14-7/8X11,FRST GN",ACC,A,43,3,EA,EA,,,1995/4/2
ACC52079,"BINDER,DATA,14-7/8X11,BY",ACC,A,43,3,EA,EA,,,1995/4/2
ACC52132,"BINDER,DATA,12X8.5,SEA BE",ACC,A,43,3,EA,EA,,,1995/4/2
ACC52771,"WALLET,DISK,3.5,BK",ACC,A,43,4,EA,EA,BX,,1995/4/2
ACC53072,"BINDER,DATA,14-7/8X11,LTBE",ACC,B,11,WA,EA,EA,BX,,1995/4/2
ACC53073,"BNDR,DATARECL,14-7/8X11DKBE",ACC,B,11,WA,EA,EA,BX,,1995/7/2
ACC53074,"BINDER,DATA,14-7/8X11,GY",ACC,A,43,6,EA,EA,BX,,1995/8/27
ACC53075,"BINDER,DATA,14-78X11,LTGN",ACC,B,12,WA,EA,EA,BX,,1995/7/2
ACC53079,"BINDER,DATA,14-7/8X11,RD",ACC,A,43,6,EA,EA,BX,,1995/4/30
ACC53112,"BINDER,DATA,9.5X11,LTBE",ACC,B,12,WA,EA,EA,BX,,1995/4/2
ACC53113,"BINDER,DATA,9.5X11,DKBE",ACC,B,12,WA,EA,EA,BX,,1995/4/2
ACC53119,"BINDER,DATA,9.5X11,EXRD",ACC,B,12,WA,EA,EA,BX,,1995/4/30
ACC54042,"BINDER,DATA,14-7/8X8.5,LTBE",ACC,A,43,4,EA,EA,,,1995/4/2
ACC54043,"BINDER,DATA,14-7/8X8.5,DKBE",ACC,A,43,4,EA,EA,,,1995/4/2
ACC54044,"BINDER,DATA,14-7/8X8.5,DKGY",ACC,A,43,4,EA,EA,,,1995/4/2
ACC54049,"BINDER,DATA,14-7/8X8.5,RD",ACC,A,43,4,EA,EA,,,1995/4/2
ACC54052,"BINDER,DATA,8.5X11,LTBE",ACC,A,43,5,EA,EA,,,1995/4/2
ACC54062,"BINDER,DATA,10-5/8X11,LTBE",ACC,A,43,5,EA,EA,,,1995/4/30
ACC54071,"BINDER,DATA,14-7/8X11,BK",ACC,A,43,5,EA,EA,,,1995/4/2
ACC54072,"BINDER,DATA,14-7/8X11,LTBE",ACC,A,43,5,EA,EA,,,1995/4/2
ACC54073,"BINDER,DATA,14-7/8X11,DKBE",ACC,A,43,6,EA,EA,,,1995/4/2
ACC54074,"BINDER,DATA,14-7/8X11,DKGY",ACC,A,43,7,EA,EA,,,1995/4/2
ACC54075,"BINDER,DATA,14-7/8X11,LTGN",ACC,A,43,7,EA,EA,,,1995/4/2
ACC54076,"BINDER,DATA,14-7/8X11,DKGN",ACC,A,43,8,EA,EA,,,1995/4/2
ACC54078,"BINDER,DATA,14-7/8X11,RD",ACC,A,43,8,EA,EA,,,1995/4/2
ACC54079,"BINDER,DATA,14-7/8X11,EXRED",ACC,A,43,9,EA,EA,,,1995/4/2
ACC54111,"BINDER,DATA,9.5X11,BK",ACC,A,43,9,EA,EA,,,1995/4/2
ACC54112,"BINDER,DATA,9.5X11,LTBE",ACC,A,43,9,EA,EA,,,1995/4/2
ACC54113,"BINDER,DATA,9.5X11,DKBE",ACC,A,39,19,EA,EA,,,1995/4/2
ACC54114,"BINDER,DATA,9.5X11,DKGY",ACC,A,39,19,EA,EA,,,1995/4/2
ACC54115,"BINDER,DATA,9.5X11,LTGN",ACC,A,39,19,EA,EA,,,1995/4/2
ACC54116,"BINDER,DATA,9.5X11,DKGN",ACC,A,39,19,EA,EA,,,1995/4/2
ACC54119,"BINDER,DATA,9.5X11,EXEC RED",ACC,A,39,20,EA,EA,,,1995/4/2
ACC54123,"BINDER,DATA,11X8.5,DKBE",ACC,A,39,20,EA,EA,,,1995/4/2
ACC54124A,"BINDER,DATA,11X8.5,DKGY",ACC,A,39,20,EA,EA,,,1995/4/30
ACC54129,"BINDER,DATA,11X8.5,EXEC RED",ACC,A,39,20,EA,EA,,,1995/4/2
ACC54132,"BINDER,DATA,12X8.5,LTBE",ACC,A,39,21,EA,EA,,,1995/4/2
ACC54133,"BINDER,DATA,12X8.5,DKBE",ACC,A,39,22,EA,EA,,,1995/4/2
ACC54134,"BINDER,DATA,12X8.5,DKGY",ACC,A,39,22,EA,EA,,,1995/4/2
ACC54242,"BINDER,DATA,8.5X14-7/8,LTBE",ACC,A,39,22,EA,EA,,,1995/4/2
ACC54252,"BINDER,DATA,11X8.5,LTBE",ACC,A,39,22,EA,EA,,,1995/4/2
ACC55241,"FILTER,ANTGLAR,11-3/8X8-3/8",ACC,A,39,22,EA,EA,BX,,1995/7/2
ACC55290,"FILTR,ANTIGLR,12-3/4X10-3/8",ACC,A,39,23,EA,EA,BX,,1995/4/30
ACC55292,"FILTR,ANTIGLR,12-3/4X10-3/8",ACC,A,39,24,EA,EA,BX,,1995/5/28
ACC55341,"FILTER,ANTIGLR,11-3/8X8-3/8",ACC,A,39,24,EA,EA,BX,,1995/4/2
ACC55371,"FLTR,ANTIGLR,12-1/16X8-7/8",ACC,A,39,26,EA,EA,BX,,1995/4/2
ACC55385,"FILTER,ANTIGLR,12-3/8X9-5/8",ACC,A,39,25,EA,EA,BX,,1995/4/2
ACC55390,"FLTR,ANTIGLR,12-3/4X10-3/8",ACC,A,39,25,EA,EA,BX,,1995/4/30
ACC55391,"FILTER,ANTIGLR,11-3/8X8-3/8",ACC,A,39,25,EA,EA,BX,,1995/5/28
ACC55392,"FILTR,ANTIGLR,12-3/4X10-3/8",ACC,A,39,25,EA,EA,BX,,1995/5/28
ACC55398,"FILTER,ANTIGLR,19-21""",ACC,A,42,34,EA,EA,BX,,1995/11/26
ACC55522,"FILTER,ANTIGLR,10-3/8X7-7/8",ACC,A,39,25,EA,EA,BX,,1995/4/30
ACC55531,"FLTR,ANTIGLR,10-1/16X8-1/8",ACC,A,39,26,EA,EA,BX,,1995/4/2
